image,caption
4757587296.jpg,Two girls are walking down the street looking at items in the store windows.
4757587296.jpg,"Two young women are walking down the street, window shopping."
4757587296.jpg,Two young ladies are walking on the sidewalk window shopping.
4757629703.jpg,"A child dressed in a blue and yellow uniform sits on top of a soccer ball, while sitting on top of a table outdoors."
4757629703.jpg,A boy dressed in blue racing coveralls sits on a soccer ball on a concrete picnic bench.
4757629703.jpg,"Using a soccer ball for support, a young boy in blue sits atop a park bench."
4757629703.jpg,A little boy in blue sportswear sitting on a football over a picnic table.
4757629703.jpg,A child sitting in the bleachers on top of a ball cheering.
4760335522.jpg,Two people are walking in opposite directions in front of the same store that says there is a 50 % sale.
4760335522.jpg,"People are walking, sitting, and standing outside of a department store."
4760335522.jpg,People walk in front of a store that is having a 50 % SALE.
4760335522.jpg,Man and women walk in front of store with 50 % off sale.
4760335522.jpg,Pedestrians walking past a 50 % off sale.
4762011238.jpg,People waiting for a subway train : one man in a black suit sitting on bench and three women standing or walking.
4762011238.jpg,A man in a suit and tie and a woman with luggage join others in waiting in the London Underground.
4762011238.jpg,People wait on a mass transit platform while a train speeds by.
4762011238.jpg,A man in a black suite sitting in a train tunnel.
4762011238.jpg,Picture of a train and people in a subway.
4762117658.jpg,"A scene with the back end of a red vehicle with a yellow license plate and several people to include a young woman wearing a white shirt and pattern skirt, an older gentleman wearing a black and gray striped shirt and tan pants, a man wearing a brown shirt and tan shorts and several other people is being viewed from the inside of a vehicle."
4762117658.jpg,A group of four people are being photographed from a car.
4762117658.jpg,People are standing outside talking next to a car.
4762117658.jpg,A crowd of people surround a fender bender.
4762117658.jpg,Country people chatting outside.
4762301168.jpg,A young American indian is taking part in a dance while wearing a black and red ritual outfit.
4762301168.jpg,A little child in red pants and a black kimino like top is walking.
4762301168.jpg,A young child wearing black and red clothing walking.
4762301168.jpg,A little boy wears a Native American outfit.
4762301168.jpg,A child is dressed for a festival.
4763795859.jpg,A girl in a green striped bikini sunbathing on a brown blanket on a concrete embankment.
4763795859.jpg,A woman is sunbathing on a concrete ledge with a field of grass behind her.
4763795859.jpg,A dark-haired woman in a striped bikini sunbathes on a blanket.
4763795859.jpg,A woman outside sun-bathing on a blanket in a bikini.
4763795859.jpg,A woman is sunbathing on the ground.
4764605780.jpg,A woman is waiting to cross the street while another woman with a backpack stands near a bicycle.
4764605780.jpg,A lady in black dress and a girl in pink dress is walking near bicycle.
4764605780.jpg,A woman and a tee with there backs turned on a city sidewalk.
4764605780.jpg,A woman with a backpack is standing next to a bicycle.
4764605780.jpg,Two women are walking near a bicycle through the city.
476477265.jpg,The woman in the blue skirt is sleeping on a cardboard box under a picture of Mary and baby Jesus.
476477265.jpg,A woman sleeping on cardboard under an icon against the church wall
476477265.jpg,A woman asleep on the ground on a mat in front of a shrine.
476477265.jpg,A homeless women is sleeping in front of an altar.
476477265.jpg,A homeless women sleeps under a church.
4766215198.jpg,White man with black and gray hair puts sash over the robe of a white red-haired woman.
4766215198.jpg,Man holding a blue sash that is around a woman wearing a black robe.
4766215198.jpg,The student appears sullen as a man helps her position her sash.
4766215198.jpg,A person standing in a graduation robe next to a man in a suit.
4766215198.jpg,A man in a suit putting a blue sash on a woman in a black robe.
476769369.jpg,A man in a black shirt and gray pants holds his luggage at what appears to be an airport.
476769369.jpg,A man wearing a black short-sleeve shirt is waiting in line with his luggage.
476769369.jpg,An Oriental traveler awaits his turn at the currency exchange.
476769369.jpg,A man in a black shirt is standing in line with his luggage.
476769369.jpg,Man in black shirt waiting with luggage.
4769117130.jpg,"A black and white spaniel gently mouths the face of a toddler-aged girl wearing a red shirt, khaki skirt and black shoes while the girl looks somewhat amused and somewhat disgusted by the dog's touch."
4769117130.jpg,A spotted dog is putting its mouth up to a toddler's face who receives the attention with a scrunched up face.
4769117130.jpg,A young girl in a red shirt flinches as a black and white dog licks her cheek.
4769117130.jpg,A dog and a little girl are playing together.
4769117130.jpg,A dog is licking a little girl's face.
4769586761.jpg,A little boy is playing with a steering wheel attached to a climbing apparatus in the park.
4769586761.jpg,A boy is playing on a jungle gym with a basketball in front of him.
4769586761.jpg,A little boy is playing with a blue wheel on a swing set.
4769586761.jpg,A young kid plays on an old wooden playground.
4769586761.jpg,A boy with a ball playing on a playground.
4770171876.jpg,A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.
4770171876.jpg,White small child wearing a brown and gray striped hoodie plays at park.
4770171876.jpg,A little boy in brown pants is playing on ropes at a park.
4770171876.jpg,Toddler in striped sweatshirt plays on rope on playground.
4770171876.jpg,A young boy climbing up a rope of some playground toy.
4770860799.jpg,A man and a woman with red-hair and a black hat are looking at framed photos and other items together.
4770860799.jpg,A woman with dark red-hair and a black hat looking at art in a gallery.
4770860799.jpg,A woman with red-hair and a black hat is standing in front of pictures.
4770860799.jpg,A man and a red-haired woman window shop at art gallery.
4770860799.jpg,A man in a red shirt looking at a woman with red-hair
4770979319.jpg,A woman in colorful native attire featuring a blue shirt with a colorful design displays her dark hair braided with red ribbons.
4770979319.jpg,A woman wearing colorful clothing with red ribbon braided in her hair is leaning on a wall.
4770979319.jpg,Ethnic woman from behind with blue flower shirt and red fabric in her braided hair.
4770979319.jpg,A woman in colorful garb with her back to the camera and cloth on her hear.
4770979319.jpg,A woman in bright clothes with a folded blanket on her head.
4771139963.jpg,Three people on two separate motorcycles pass one another on what appears to be a race in Asia.
4771139963.jpg,A young Asian couple riding on a moped and a second moped trailing them going down the road.
4771139963.jpg,These people are riding mopeds somewhere in Asia.
4771139963.jpg,People riding on motorcycles in front of trees.
4771139963.jpg,People ride motorcycles on a street.
4771254001.jpg,A woman in a kimono with a white umbrella stands near a second person.
4771254001.jpg,"A woman stands along a street, hidden by her parasol."
4771254001.jpg,A couple standing underneath an umbrella.
4771254001.jpg,A person is standing with an umbrella.
4771254001.jpg,A woman holds a white umbrella.
4772018990.jpg,Two Asian ladies dressed in kimonos are posing for a picture on a narrow street.
4772018990.jpg,"Two Asian woman standing wearing kimonos, while smiling."
4772018990.jpg,Two young smiling Asian women dressed as geisha.
4772018990.jpg,The two woman smile for a tourist on vacation.
4772018990.jpg,Two japanese women smiling.
4772317885.jpg,A man in a black tank top and rolled up jeans wearing brown shoes is sitting on a bench resting his feet on a skateboard.
4772317885.jpg,A young man rests his feet on a skateboard while sitting on a bench.
4772317885.jpg,A man is sitting on a park bench with his feet on a skateboard.
4772317885.jpg,A man is sitting on a bench with his feet on a skateboard.
4772317885.jpg,A man with a skateboard is sitting on a bench.
4773662060.jpg,A wedding couple are being photographed on a street corner amongst passersby and traffic.
4773662060.jpg,A lady in a gray shirt and blue jeans crosses the street at a crosswalk.
4773662060.jpg,A person crossing the street with many others in the background.
4773662060.jpg,Several people walking across an intersection.
4773662060.jpg,A couple of people crossing the street.
4773842539.jpg,A lady standing in front of a lot of elementary school aged children who are sitting on the floor.
4773842539.jpg,A large group of kids sitting on the floor listening to a lady in a blue dress.
4773842539.jpg,A woman is standing and talking to a group of children.
4773842539.jpg,A group of students sit and listen to the speaker.
4773842539.jpg,The kids are listening to their teacher.
4774980820.jpg,A man and a woman all dressed in white at the beach near a palm tree kissing and holding each other.
4774980820.jpg,A man and a woman both dressed completely in white share a kiss on a beach.
4774980820.jpg,A young couple wearing all white having a romantic evening on the beach.
4774980820.jpg,"A woman and a man, outside, enjoying each others company."
4774980820.jpg,Couple in white kissing on beach.
4778867483.jpg,Two children play in water falling from a mosaic covered spout.
4778867483.jpg,Two little boys are playing in a colorful park shower.
4778867483.jpg,Two boys play in the spray of a tiled water fountain.
4778867483.jpg,Two young boys playing at an outdoor fountain.
4778867483.jpg,Two young boys play in a park sprinkler.
4781005891.jpg,Local Muslims celebrate the opening of a new restaurant sponsored by Channel 1 news.
4781005891.jpg,A man in a tie is holding a microphone while the people around him are cheering.
4781005891.jpg,A group of people cheer outdoors behind a man with a microphone.
4781005891.jpg,A cheering crowd is gathered behind a reporter.
4781005891.jpg,Celebratory Indian people outside.
4781665633.jpg,Two college aged kids are walking down the street dressed as though they are injured.
4781665633.jpg,Two men covered in red paint or blood on a busy sidewalk.
4781665633.jpg,Men in zombie makeup standing on a busy street.
4781665633.jpg,A group of people dressed up for halloween.
4781665633.jpg,Two young men coming from a concert.
4782269293.jpg,"A man in yellow jacket and helmet is riding a bike, another man is looking at him, and a woman is walking on the street."
4782269293.jpg,A bicycle cop or security guard is riding in front of an Outback Steakhouse.
4782269293.jpg,Police officer patrolling on a bicycle.
4782269293.jpg,A bicycle cop moves through the street.
4782269293.jpg,A Police Officer riding his bicycle.
4782296476.jpg,A young man wearing a black shirt and black pants is standing in front of pictures that are black and white and some are colored.
4782296476.jpg,Man with star tattoo wearing black t-shirt and shorts admiring art displayed outside.
4782296476.jpg,A kit looking at large artwork displayed outside a business building.
4782296476.jpg,A guy looking at posters displayed outside of a building.
4782296476.jpg,A man enjoys some extravagant artwork.
4783260890.jpg,A man and woman are about to walk down a lobby hallway.
4783260890.jpg,A man and woman in a parlor walking into a hallway.
4783260890.jpg,A man is leading a woman down a hallway.
4783260890.jpg,A man escorting a woman down a hallway.
4783260890.jpg,A man is happily pointing at a light.
4784654965.jpg,A girl in a green shirt with long dark hair with a pink and purple backpack with the flag of Italy in it.
4784654965.jpg,"A woman stands in a crowd wearing a green shirt, pink backpack, and a mexican flag attached to the bag."
4784654965.jpg,Woman in shorts and t-shirt standing by some seated men and watching a performance or speaker.
4784654965.jpg,A young Mexican woman is in the foreground of a room filled with seated people.
4784654965.jpg,A woman with long black hair and a green shirt is standing next to an audience.
4784866019.jpg,People wearing red shirts are standing in a large pool of water as it splashes over and around them.
4784866019.jpg,"College aged students playing in a puddle of water, most dressed in red."
4784866019.jpg,Fully clothed adults splash each other as they play in water.
4784866019.jpg,Many people are dunking to support Special Olympics.
4784866019.jpg,Many people playing and splashing in a fountain.
4787069549.jpg,A woman looks out of a doorway with yellow cans and green trashcans behind her.
4787069549.jpg,A man stands outside his home by some yellow boxes.
4787069549.jpg,A man stands on the side of a street in a doorway.
4787069549.jpg,An old man is standing outside a building.
4787069549.jpg,The number on the trash box is 66.
4793039083.jpg,"A shirtless skateboarder is in midair, flying over a small, colorful ramp."
4793039083.jpg,This is a young man getting some airtime on his skateboard.
4793039083.jpg,Shirtless male skateboarded doing trick at a skate park.
4793039083.jpg,Man attempts skateboard trick in tree-lined skate park.
4793039083.jpg,A boy with no shirt is doing a trick on a skateboard.
4793042666.jpg,"An older individual crosses the street on what seems to be an overcast day, traffic approaches in the background."
4793042666.jpg,"A man walking across the street on the road that says ""keep clear""."
4793042666.jpg,A man with a red shoulder bag is crossing a city street.
4793042666.jpg,A man in a suit walking across a city street.
4793042666.jpg,A man crossing the street.
4794459769.jpg,"A little girl and a woman wearing colorful costumes, cross the street with another woman wearing a pink skirt and a t-shirt."
4794459769.jpg,Two Hispanic ladies wearing bright clothing are crossing the street with a young girl who is dressed in a similar fashion.
4794459769.jpg,A woman wearing a bright green dress with an old belt is crossing the street with a young girl and another woman.
4794459769.jpg,"Two women, one in traditional Mexican clothing, help a child across the street, as a man looks on."
4794459769.jpg,"Three females hurry across a street, two are woman, and one is a smaller child."
4794753986.jpg,High in the bleachers view looking down at part of a soccer field partly obstructed by an individual in an orange wig and shirt and another spectator blowing a horn.
4794753986.jpg,A fan playing a vuvuzela behind a another fan with a red clown wig at a soccer game.
4794753986.jpg,A child wearing a red wig and orange shirt up in the stand at a sporting event.
4794753986.jpg,A fan at a soccer game is wearing a curly red wig.
4794753986.jpg,A fan cheers from the stands for a soccer game.
4794844936.jpg,There are two men with red shirts holding hands wearing Mexican hats.
4794844936.jpg,Two people in sombreros walking down the street holding hands.
4794844936.jpg,Two men holding each other hand while walking up the street.
4794844936.jpg,Two males walking down holding hands wearing sombreros.
4794844936.jpg,Two men wearing sombrero's in New York City.
4796147038.jpg,Two men in jeans are walking down a sidewalk past a brick gate that looks like a castle.
4796147038.jpg,Two men are walking past a building that looks like a castle.
4796147038.jpg,"Two men walk in front of stone work, while on the sidewalk."
4796147038.jpg,Two men in jeans are walking near a large stone wall.
4796147038.jpg,Two men are walking past a castle.
4797784790.jpg,"A stoplight displaying two bicycle symbols, a left-turning green arrow and a red forward signal stands in the foreground while a man in a white hat and blue shirt bikes along a red path."
4797784790.jpg,"Man in blue shirt, white hat and blue jeans, with a brown bag across his back, riding a bicycle on a sidewalk, riding past a traffic stoplight."
4797784790.jpg,A traffic signal is alerting those wanting to go left to proceed while those wanting to go straight must stop.
4797784790.jpg,A stoplight on the street corner.
4797784790.jpg,A bicyclist in a bike lane.
4798743036.jpg,A girl wearing a black skirt and black and white stripe shirt is standing in the middle of blown up soccer balls as she looks down the street.
4798743036.jpg,A person in a striped shirt stands behind bags of large inflated soccer balls.
4798743036.jpg,A person in sandals is hidden by large soccer balls.
4798743036.jpg,A woman in a skirt is standing among hanging balls.
4798743036.jpg,A person standing under a tent with balls.
4801374512.jpg,Two women walking beside each other on a street passing a man on the sidewalk beside them going the opposite direction.
4801374512.jpg,A group of people is walking down a city street outside of buildings.
4801374512.jpg,A image of a pole casting the shadow of a woman.
4801374512.jpg,People walk in front of some graffiti.
4801374512.jpg,People walking past graffiti.
4802545255.jpg,A group of 3 girls and two guys standing or sitting around watching a man in a hat and gray shirt play the saxophone.
4802545255.jpg,A small group of people outside a building standing around listening to a saxophone player.
4802545255.jpg,A man is playing a Saxophone while people on the street listen to the music.
4802545255.jpg,Four young people have stopped to listen to a man play a saxophone.
4802545255.jpg,Four people watching a man playing a musical instrument.
4802801396.jpg,"As the blue sky is dappled with white, fluffy clouds, two people are standing together near a seating area with green umbrellas."
4802801396.jpg,A group of people are sitting and hanging out in a big courtyard with a fountain shooting up in the air in the background.
4802801396.jpg,People relaxing under green umbrella's with a beautiful fountain in the background.
4802801396.jpg,A park outside of a city that has a water fountain.
4802801396.jpg,People sit and stand near a fountain.
4803926618.jpg,A dark-haired drummer is playing his set with enthusiasm.
4803926618.jpg,A man in a gray shirt with crazy hair playing the drums.
4803926618.jpg,A guy in a black shirt is rocking on a set of drums.
4803926618.jpg,Man in gray shirt rocking out on the drums.
4803926618.jpg,A very excited drummer playing the drums.
4804569802.jpg,A newspaper delivery man smiles as he walks down a sidewalk holding his papers on top of his head.
4804569802.jpg,A young man wearing jeans is walking down a sidewalk with a stack of papers on his head.
4804569802.jpg,Man carrying a stack of newspapers on his head turns around to look at camera.
4804569802.jpg,A man carrying a stack of newspapers on his head through a street.
4804569802.jpg,A man walking down the street balancing something on his head.
4804591106.jpg,Here is a grandmother walking home from restaurant she just bought her takeout food from.
4804591106.jpg,A woman in a yellow shirt is carrying two full red grocery bags.
4804591106.jpg,Woman walks with red grocery bags down the cobble street.
4804591106.jpg,A woman in a yellow shirt is carrying two bags.
4804591106.jpg,A woman carrying grocery bags down the street.
4805540342.jpg,"A group of nine people viewing a city, from an observation point, while some take pictures."
4805540342.jpg,A group of young people are looking over a fence at a sprawling city.
4805540342.jpg,Nine teenagers leaning over a railing looking at the view of a city.
4805540342.jpg,Tourists experience a wonderful view overlooking a busy city.
4805540342.jpg,A group of students looking over a balcony on a senior trip.
4805567702.jpg,"Several people are standing around in a wooded area, with an recreational vehicle in clear view, two older men and two children can be seen, including a young, smiling girl."
4805567702.jpg,"A group of five people are standing outside a motorhome; two are turned in profile, two are facing the camera, and one image is cropped off and incomplete."
4805567702.jpg,A boy in a blue shirt looks away from the camera as a girl in a pink and orange bathing suit stares into the camera in front of an RV.
4805567702.jpg,A little girl in the foreground and an older boy also in the foreground in front of a mobile home with a few adults in the background.
4805567702.jpg,A family is enjoying their RV camping experience.
4807594255.jpg,A man in a jean jacket is reaching into a bag and walking past two women.
4807594255.jpg,People walking around in the daytime in a busy city.
4807594255.jpg,"Shoppers on a median, one walks towards the camera."
4807594255.jpg,People crossing a street next to a smart car.
4807594255.jpg,A man in a jean jacket walking through town.
4809260553.jpg,A young man with long dark hair wears a red coat with a Mandarin-style collar and plays a yellow electric guitar.
4809260553.jpg,A person in red clothing is playing a guitar in front of a microphone.
4809260553.jpg,A boy with long hair wearing a long red jacket is playing the guitar.
4809260553.jpg,Young man with long dark hair plays a guitar on stage.
4809260553.jpg,Kid in red shirt playing the guitar
4809325086.jpg,"A man sits in his chair to the right, drinking, as he watches people in red and white do an organized walk."
4809325086.jpg,A group of people wearing white clothing and red sashes walk down a street.
4809325086.jpg,People in while shirts and pants are walking in the street.
4809325086.jpg,A man is walking down the street wearing white and red.
4809325086.jpg,People wandering along a street.
4810385740.jpg,A young man with a dark shirt an plaid pants carries a pair of unicycles while a girl next to him carries a lawn chair
4810385740.jpg,A man with plaid pants is walking next to a woman and carrying a unicycle.
4810385740.jpg,A boy walks down the road with two unicycles and a girl walks beside him.
4810385740.jpg,This is one of those places that you may see just about anything.
4810385740.jpg,A boy pushing unicycles walks along side a girl with a chair.
4811312839.jpg,A man in an orange shirt and floppy white hat smugly regards the camera next to a female mannequin in a warehouse setting.
4811312839.jpg,A man in an orange jacket and white hat is standing next to a mannequin and a pile of clothes hangers.
4811312839.jpg,A man in an orange shirt and jacket is standing next to a mannequin wrapped in plastic.
4811312839.jpg,A man in a hat and an orange jacket stands beside a plastic wrapped female mannequin.
4811312839.jpg,A man in an orange shirt standing next to a mannequin wrapped in plastic.
4811469218.jpg,A woman in revealing clothes who wears a black hat and sunglasses walks down a busy street.
4811469218.jpg,A woman in a bathing suit and shorts walking down the street in a black hat and sunglasses.
4811469218.jpg,A lady in a black hat and glasses walks down the street in front of a crowd of people.
4811469218.jpg,A woman with long black hair wearing a black hat and black top with jean shorts on.
4811469218.jpg,Amy Winehouse wanna be look alike.
4811949930.jpg,"A family of a mother in purple, a father in a green shirt and khaki shorts and their two children are bringing luggage somewhere."
4811949930.jpg,A family with young children with suitcases walk down a paved area.
4811949930.jpg,A man in cargo shorts pulling two rolling cases.
4811949930.jpg,A family walking with three pieces of luggage.
4811949930.jpg,A family walking down the street with luggage.
4812138503.jpg,A person with dark hair is standing on the sidewalk in front of an orange and white truck.
4812138503.jpg,A man in a green and black coat is leaning on trashcan.
4812138503.jpg,A man in a blue coat stands on the street near buses.
4812138503.jpg,Person standing on sidewalk next to pile of garbage.
4812138503.jpg,A person is leaning against a box.
4812991186.jpg,Two people sit at the table of a caricature artist in a mall.
4812991186.jpg,A couple visits an artist at her display table.
4812991186.jpg,A group of people sitting at a table together.
4812991186.jpg,Three people are sitting at a table together.
4812991186.jpg,3 people sitting at a table talking
4813608480.jpg,An old man stands in front of a building front papered with election signs.
4813608480.jpg,"An old man, behind him on glass is many political advertisements."
4813608480.jpg,A man just roaming on the streets during night.
4813608480.jpg,An older man walks by Bloomberg headquarters.
4813608480.jpg,Man in a blue suit waiting.
4814400575.jpg,"A group of asian teenagers sitting in what looks like a waiting room with blue and red chairs, show off their electronic mini cameras."
4814400575.jpg,Many students waiting for transportation in the waiting area are taking pictures of each other before they return home.
4814400575.jpg,A group of people are taking pictures with their phones.
4814400575.jpg,Several Asian people taking photos.
4814400575.jpg,People taking photos with camera.
4814763982.jpg,A shirtless man with a blue stick in each hand is carefully watching an in-air baton as a woman on his right looks forward.
4814763982.jpg,A shirtless man with dreadlocks and tight jeans is playing with unlit fire sticks.
4814763982.jpg,"A shirtless man with dreads, playing with batons."
4814763982.jpg,A man with no shirt on is performing with a baton.
4814763982.jpg,Man with dreadlocks twirling batons near boats.
4814923452.jpg,An Asian man and woman wearing badges or IDs are sitting at a blue table in a brightly-lit food court.
4814923452.jpg,A man and a laughing woman sit at a blue table with a Styrofoam box on it.
4814923452.jpg,A man and woman with glasses are sitting at a blue table.
4814923452.jpg,Two Asian people sit at a blue table in a food court.
4814923452.jpg,Two Asian people sitting down.
4815358491.jpg,"There are four children, two male, two female, in formal clothing taking a candid picture."
4815358491.jpg,Four small kids dress in black and red wedding attire play on the floor.
4815358491.jpg,Children wearing red formal attire act silly together.
4815358491.jpg,Two girls in red dresses and two boys in suits play.
4815358491.jpg,A small family at a wedding.
4815579590.jpg,"Riding on the road beside a forest, a person hauls fallen tree branches in a cart that is attached to his bicycle."
4815579590.jpg,A man on a bicycle is pulling a cart full of sticks and branches down a road.
4815579590.jpg,A man riding a bike down the road pulling a big bundle of sticks behind him.
4815579590.jpg,A hard working person trying to clean up the woods.
4815579590.jpg,A person on a bicycle pulls a cart full of sticks.
4816480417.jpg,Here is a picture of a toddler girl wearing a dress and eating a cookie and holding a bottle of cold water.
4816480417.jpg,"A little girl with curly hair is sitting on some stairs, drinking a bottled water, and eating a snack."
4816480417.jpg,A small girl is sitting on stairs drinking water and eating a snack.
4816480417.jpg,A girl is sitting on a stoop with a bottle of water and a snack.
4816480417.jpg,A little girl in a dress sits on the steps to have a snack.
4816481551.jpg,A woman wearing a bowtie and an interesting outfit is walking down the street with an orange bag.
4816481551.jpg,The woman who is wearing a bowtie is walking down the streets of New York.
4816481551.jpg,Women with some tattoo walking with her shopping bag.
4816481551.jpg,A few people walking around in a city.
4816481551.jpg,People walk down the busy sidewalk.
4816563536.jpg,Three people laying on a beach together staring out at the ocean.
4816563536.jpg,3 young people watching the waves splash on the beach shore.
4816563536.jpg,Two women and a man looking at the wave in the ocean.
4816563536.jpg,Three ladies lay on a beach facing the ocean.
4816563536.jpg,Three people are laying on a beach.
4816829778.jpg,The man in the brown shirt is touching the machine on the desk.
4816829778.jpg,A man wearing blue jeans and a t-shirt is using a machine.
4816829778.jpg,A man is using what looks to be a fax machine.
4816829778.jpg,A guy in an office is fixing the coffee maker.
4816829778.jpg,A man in an office inspecting a machine.
4818210621.jpg,A woman in a white vest reaching for a white paper in a fish market.
4818210621.jpg,A woman is in the kitchen making food for a store or restaurant.
4818210621.jpg,A female employee of a fish market weighs an item on the scale.
4818210621.jpg,Person in a deli surrounded by various fish.
4818210621.jpg,A woman rolling pastry in her fish shop.
4818743912.jpg,Two people wearing the same costume standing in front of a large glass doorway.
4818743912.jpg,2 people dressed as cowboys standing by the entrance to a hotel.
4818743912.jpg,Two people in odd outfits are standing by a glass door.
4818743912.jpg,Two people are standing and talking with each other.
4818743912.jpg,Two women operate the doors at a hotel.
4819620538.jpg,"A green jeep with men who are manning guns, with a crowd in the background on the street."
4819620538.jpg,Multiple men wearing colorful uniforms carry guns and get situated in a jeep.
4819620538.jpg,A military jeep parked in an urban environment with armed solders inside.
4819620538.jpg,A squad of military personnel are driving a jeep in an urban setting.
4819620538.jpg,A humvee is on display in the middle of a public square.
4820007869.jpg,Several people are washing themselves off using showers at the beach.
4820007869.jpg,Beach-goers in bathing suits use the outdoor showers on a pier.
4820007869.jpg,Two obese women are pulling ropes at the pier.
4820007869.jpg,Women wearing bathing suits stand on a dock.
4820007869.jpg,Obese women at public showers on sand.
4821054372.jpg,A woman sings on stage as a man plays an instrument in unison with her vocals.
4821054372.jpg,"A blond woman in a burgundy dress is singing, while a man plays a trumpet."
4821054372.jpg,There is a duet being performed by a male on a trumpet and a lady singing.
4821054372.jpg,"A curly headed man is playing an instrument, and a lady in a mauve dress."
4821054372.jpg,A blond woman in a long dress sings while a man plays trumpet.
4821088433.jpg,A man wearing a denim jacket is outside playing his guitar as a woman in a pink shirt passes.
4821088433.jpg,A street performer plays a guitar while a woman in pink walks past.
4821088433.jpg,A guy out on the sidewalk play his guitar as a woman walks past.
4821088433.jpg,A black woman with a guitar is playing on the sidewalk.
4821088433.jpg,A man in a blue coat plays guitar beneath a tree.
4821417441.jpg,Two little boys with brown hair sit on the countertop and help stir the pots.
4821417441.jpg,Two little boys with spoons stirring something in two metal pans.
4821417441.jpg,Two young children cook by sitting on the kitchen counter.
4821417441.jpg,These two young boys are preparing dinner.
4821417441.jpg,Two brothers are cooking.
4821806073.jpg,"A fair-skinned woman with dark hair wears a pair of large dark sunglasses, crimson lipstick, and a red and white plaid shirt."
4821806073.jpg,"A woman with bright red lipstick, sunglasses and a red plaid shirt is looking towards the camera."
4821806073.jpg,A lady wearing black sunglasses frowning as she stares at something.
4821806073.jpg,A lady with big glasses is looking at something.
4821806073.jpg,A woman with sunglasses and a plaid shirt.
4821810079.jpg,A man in a red shirt is walking towards a blue market stall.
4821810079.jpg,A man in a red vest is holding a red article of clothing.
4821810079.jpg,A man in a red shirt holding a red piece of clothing.
4821810079.jpg,A man dressed in red is at the marketplace.
4821810079.jpg,A man is wearing a red shirt and vest.
4821989284.jpg,A man is on stage with no shirt on grabbing a pool at what looks like a tv sporting event.
4821989284.jpg,A man with no shirt holds a light pole as he stands on part of the stage.
4821989284.jpg,A man on a state sets up while people look on.
4821989284.jpg,Band on stage and people watching the screen.
4821989284.jpg,Man stands on equipment at concert.
4823937394.jpg,A yellow-haired woman in an off-the shoulder blue dress reclines on one of the large cushions.
4823937394.jpg,Blond woman in blue outfit lounging on floor pillow at outside table alone.
4823937394.jpg,A woman wearing all blue with blond-hair lying on a burgundy sofa.
4823937394.jpg,A blond women is laying down on a purple over stuffed cushion.
4823937394.jpg,Beautiful woman laying on a couch.
4824029457.jpg,A young blond-haired boy stands in a puddle of pooling water that streams from the side of a building.
4824029457.jpg,Small boy dancing in a water sprinkler near a building.
4824029457.jpg,A young shirtless boy is playing in water.
4824029457.jpg,A topless child playing in falling water.
4824029457.jpg,Boy playing in water coming off fountain.
4824078556.jpg,A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.
4824078556.jpg,Two women in white dresses are posing on a blanket for photographs in the middle of a park.
4824078556.jpg,A photographer captures the image of two blond women in white dresses.
4824078556.jpg,Two women in white dresses getting their pictures taken.
4824078556.jpg,A photo shoot of two women.
4825534547.jpg,"Young right handed boy wearing a batting helmet, red top and white pant uniform with shin guards and sneakers, playing T ball on a lawn bounded on one side by an old wooden fence."
4825534547.jpg,A young boy dressed in his baseball clothes is swinging a baseball bat as the baseball is in midair.
4825534547.jpg,A small boy in a T-ball uniform is hitting softball off the tee with a bat.
4825534547.jpg,A young boy practicing hitting a baseball from a tee.
4825534547.jpg,A little boy is outside playing baseball.
4825611289.jpg,Two people are walking around the grounds of a castle.
4825611289.jpg,Man and lady walking up grassy lane of castle.
4825611289.jpg,Two people walking outside a castle.
4825611289.jpg,A stone wall with lush green grass.
4825611289.jpg,People walk beside a stone wall.
4826025184.jpg,A man with a bald head is standing in the street as other walk around at an event.
4826025184.jpg,A man in a white shirt is standing in a street that is crowded with people.
4826025184.jpg,Man in white shirt standing in street with vendors and lots of people.
4826025184.jpg,A man looks at the camera on a street that is busy with pedestrians.
4826025184.jpg,People walking around a city market on a city street.
4827151208.jpg,A young man wearing a light blue tank top and white culottes is walking around an outdoor fountain and looking at a casually dressed woman.
4827151208.jpg,A woman wearing a purple top and white capri pants and a man with white shorts on are near a fountain.
4827151208.jpg,A young man in a tank top looking back at a woman near a fountain.
4827151208.jpg,A man in a tank top looks at a woman near a water sculpture.
4827151208.jpg,Two people walk past a fountain.
4828071602.jpg,"A woman with a white shirt is standing near a couple in front of a store called ""Concepts."""
4828071602.jpg,"Asian couple holding each other, and a Asian girl glaring out into space."
4828071602.jpg,Asian people are standing outside a store named Concepts.
4828071602.jpg,Several asians in front of store concepts.
4828071602.jpg,People gathering in a mall.
4828142606.jpg,A man in a blue shirt is sitting on a doorstep talking on his cellphone.
4828142606.jpg,A man in a blue shirt sitting on a step and talking on the phone.
4828142606.jpg,A lone man talks on his cellphone outside a Subway station.
4828142606.jpg,A man talks on a cellphone while sitting on a stoop.
4828142606.jpg,A man sitting down talking on a cellphone.
482882719.jpg,Six people are riding in raft on white water whilst the seventh person has been flung out of the boat into the air.
482882719.jpg,The six people are in a blue raft in the water and one person flew out of the raft.
482882719.jpg,A person flies backward off a blue raft near rapids.
482882719.jpg,The guy gets thrown out of the raft on the rapids.
482882719.jpg,A group of people go rafting.
