image,caption
4749663272.jpg,A baby dressed in pink lies on a white carpeted floor and leans against a white wall.
4749663272.jpg,A little baby girl lies on a white carpet.
4750415524.jpg,"Three men stroll down the street beneath a large red awning that says ""Arrivo""."
4750415524.jpg,Three men standing under a large red and white sign that reads Arrivo.
4750415524.jpg,"A red sign reading ""ARRIVO"" is hanging above a street."
4750415524.jpg,A red banner over the street in a foreign city.
4750415524.jpg,"The red and white sign says ""arrivo""."
4751130789.jpg,A man in a red shirt is walking in the grass near a sidewalk and empty street.
4751130789.jpg,A deserted roadway with a man in a red shirt jogging in the distance.
4751130789.jpg,A person in a red shirt is jogging next to a main road.
4751130789.jpg,A runner in a red shirt has the rode to himself.
4751130789.jpg,A man in a red shirt running next to a street.
4751207389.jpg,A woman in a bright yellow top and short plaid shorts gives a look of disgust.
4751207389.jpg,"A young lady, in blouse, shorts, and sandals walks on a city sidewalk."
4751207389.jpg,A woman wearing sandals and a yellow shirt is carrying a tan bag.
4751207389.jpg,This is a woman in a yellow shirt carrying a brown purse.
4751207389.jpg,Woman in shorts and yellow shirt walks down a street.
4756060683.jpg,A large building provides the backdrop for a man wearing shorts who is looking at his phone as well as a woman who is wearing a black skirt and white shirt as she walks toward the man.
4756060683.jpg,A man wearing shorts looks at his cellphone while a woman walks outside a small building.
4756060683.jpg,Man standing on the corner smoking and looking into his cellphone.
4756060683.jpg,A man stands outside a building while looking at his phone.
4756060683.jpg,Two people outside building at sunset.
4756089621.jpg,Young man in white shirt and green shorts on a bike with Japanese writing behind him.
4756089621.jpg,An oriental man wearing a messenger bag riding a bicycle on an oriental street.
4756089621.jpg,An Asian man in green shorts rides his bike through town.
4756089621.jpg,A man in a white shirt riding a bike down the pavement.
4756089621.jpg,A boy is riding a bike down a lighted street.
4756089631.jpg,"Asian man standing near street taking picture, most likely of a sign or building."
4756089631.jpg,A man in a sport coat is taking a picture in an Asian city.
4756089631.jpg,An older Asian man taking a picture on a city street
4756089631.jpg,A man aiming a camera at something above a street.
4756089631.jpg,Man in sports jacket taking picture.
4756096563.jpg,"A group of people out in the city stand in a group, as several of them hold cameras up to a point off-camera."
4756096563.jpg,Several Asian people on the street are looking up and holding cameras to record something.
4756096563.jpg,"A crowd of Asians look up, while several are recording the event with personal cameras."
4756096563.jpg,A group of people with cameras are taking photos of something high above their heads.
4756096563.jpg,Group of Asians recording some video.
4760482894.jpg,"Two women walking down a busy street talking to each other, passing a man in an orange shirt."
4760482894.jpg,A woman wearing a black shirt is looking at a woman with a beverage in her hand on a sidewalk
4760482894.jpg,The lady with the brown shirt is chatting with the lady holding the water bottle.
4760482894.jpg,Two young women walking down the street on a warm day.
4760482894.jpg,Group of people walking on a street.
476112515.jpg,Seven people of Asian descent are expressing happiness standing in front of a stone dragon statue in a park in winter time.
476112515.jpg,A group of young people take a silly picture in front of a camel statue outside.
476112515.jpg,A line of people making poses in front of a camel statue.
476112515.jpg,People standing near a statue posing for a photograph.
476112515.jpg,Tourists posing by a cement camel statue.
4762794778.jpg,"A man, two women, and a child watch fireworks while the child sits on the shoulders of one woman."
4762794778.jpg,Man with a mustache standing next to a woman in a white shirt watching fireworks.
4762794778.jpg,A group of people are watching the fireworks.
4762794778.jpg,A group of people are watching fireworks.
4762794778.jpg,A crowd is watching fireworks at night.
4763276529.jpg,There is a woman looking at a duck on the sidewalk.
4763276529.jpg,Woman near a shopping cart walking past a duck.
4763276529.jpg,A woman looks at a duck as she walks behind it.
4763276529.jpg,A woman is standing by a duck in a parking lot.
4763276529.jpg,"Woman, and duck, outside grocery store."
476444908.jpg,A band is playing as the crowd watches at a bistro.
476444908.jpg,A band is performing outside of B B Bistro.
476444908.jpg,A group of people watching a band play.
476444908.jpg,Crowd of people watching a band play.
476444908.jpg,A small band plays at a bistro.
4771216868.jpg,A large group of Muslim people vising some old ruins.
4771216868.jpg,A flock of people walking down an ancient street.
4771216868.jpg,Several Muslim worshipers march towards Mecca.
4771216868.jpg,Women in uniform walk across ancient ruins.
4771216868.jpg,A group of people walking through a cite.
4776990069.jpg,A little girl wearing a pink sundress and a big smile with blond-hair strapped on the carousel horse with an orange seat belt taking a ride with Nemo and the crowd in the background
4776990069.jpg,A young blond girl in a pink dress rides the carousal.
4776990069.jpg,A happy little girl rides on the merry-go-round.
4776990069.jpg,Child riding on a carousel at the fair.
4776990069.jpg,A little girl on a carousel.
4778036926.jpg,A blond girl about 11 with a purple shirt and checkered green and white and black knee high shorts playing a game that requires her to roll an object up and down on a string.
4778036926.jpg,A white girl wearing a purple shirt and plaid shorts is playing with a chinese yo-yo.
4778036926.jpg,A blond girl in a purple shirt and plaid shorts playing with a string toy.
4778036926.jpg,A girl in a purple t-shirt and plaid shorts plays with a yo-yo type toy.
4778036926.jpg,A girl plays with an old fashioned toy outside.
4780576116.jpg,A British royal guard on patrol outside a stone building.
4780576116.jpg,A British Royal Palace Guard paces with a machine gun.
4780576116.jpg,A soldier is holding a large gun while walking.
4780576116.jpg,A British soldier walks in front of a fence.
4780576116.jpg,A British guard marches while on duty.
4781165032.jpg,A crazy guys dressed like a devil posing a weird expression which scares lot of people.
4781165032.jpg,"A man with dreadlocks, wearing a mask and a tribal costume, dancing on a street."
4781165032.jpg,A person is dressed up in a weird costume with a red tongue sticking out.
4781165032.jpg,A man with a mask and various pieces of clothing.
4781165032.jpg,A strangely dressed man in a mask.
4784329487.jpg,"There is a group of children formed in a circle and talking, while one younger child, in a green shirt, stands singled out and observing."
4784329487.jpg,A group of kids stand outside on a street.
4784329487.jpg,Kids standing outside on the street.
4784329487.jpg,A group of boys are in the street.
4784329487.jpg,Young kids gather in a street.
4785852807.jpg,A woman in a white shirt and sunglasses sits outside in a chair with a baby on her lap.
4785852807.jpg,The woman in a white dress sitting in chair is holding a baby.
4785852807.jpg,A woman in white and a baby girl are sitting in a lawn chair.
4785852807.jpg,Woman wearing white with a baby in her lap.
4785852807.jpg,Mom is holding her baby in the park.
4786187822.jpg,"Men dressed in leather bondage suits, standing on a platform, holding a rainbow flag along a parade route."
4786187822.jpg,Several men standing on a parade float traveling through a street crowded with people.
4786187822.jpg,A crowd of people surrounding a float carrying men waving a gay pride flag.
4786187822.jpg,Four men dressed in bondage gear are on a float in a gay pride parade.
4786187822.jpg,Gay pride parade attendees and float participants in bondage outfits.
4793369196.jpg,A young lady and group of younger girls watching a group of military men drive down the road at a parade.
4793369196.jpg,"Four women standing with backs toward viewer, either with bikini tops or tank tops on."
4793369196.jpg,A group of people are watching a military demonstration.
4793369196.jpg,Some overweight women are standing in bikini tops.
4793369196.jpg,A group of girls are enjoying a parade.
4795985772.jpg,A man stands shirtless by a motorcycle that is parked near a stone wall overlooking the ocean.
4795985772.jpg,"A man without a shirt is standing next to a motorcycle, on a coast shore."
4795985772.jpg,A motorcycle is parked next to the road with four people surrounding it.
4795985772.jpg,People looking at the beach and a woman in a wine top taking a picture.
4795985772.jpg,People looking at the ocean.
4796766141.jpg,A woman is pointing to herself while walking down a sidewalk with a car reflecting off a window in the background.
4796766141.jpg,A woman with wavy short red-hair and glasses wearing a tan sleeveless shirt is walking down a street.
4796766141.jpg,A woman is confronting someone about something she feels upset by.
4796766141.jpg,A woman with red-hair in a tan shirt walking down the street.
4796766141.jpg,A red-haired woman is pointing at herself in confusion.
4797878234.jpg,"A nighttime scene where firefighters anxiously attempt to put out a building fire, shooting water from all directions."
4797878234.jpg,Firetrucks surrounding a burning building at night and spraying water from various directions.
4797878234.jpg,Firefighters stream water on a fire from multiple locations.
4797878234.jpg,Firefighters spray a burning building with water.
4797878234.jpg,Firemen fighting a building fire in a city.
4801216793.jpg,A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.
4801216793.jpg,A woman wearing a skirt is reading a book on a stone bench.
4801216793.jpg,A woman sites on a stone bench while reading a blue book.
4801216793.jpg,A woman in a skirt is sitting outside reading.
4801216793.jpg,A woman is sitting down reading a book.
4803984649.jpg,Black man in gray jumpsuit shows both hands to the camera.
4803984649.jpg,A man standing in front of a car is holding up his hands.
4803984649.jpg,A man standing next to a car holding up his hands.
4803984649.jpg,A man standing next to a car holds up his hands.
4803984649.jpg,A man showing his ten fingers.
4806178660.jpg,"An African American woman wearing a straw-colored hat and white, fluffy dress is holding a microphone while a band plays behind her."
4806178660.jpg,Woman performing in beautiful white dress holding microphone and surrounded by musicians at a jazz festival.
4806178660.jpg,A female singer and dancer is on stage at a jazz festival wearing a white dress with floral prints.
4806178660.jpg,A woman dressed in a cultural dress is about to perform on stage with her band.
4806178660.jpg,This is a mariachi singer preparing to sing.
480653124.jpg,The three girls are jumping and dancing on the colorful lawn.
480653124.jpg,Three females are jumping while reaching up into the air.
480653124.jpg,Three girls jumping in front of a house's flower garden.
480653124.jpg,Three young white girls are jumping up in the air.
480653124.jpg,Three girls jumping on a lawn.
4807475688.jpg,A man in a blue shirt with a yellow bag is alone near some trees with no leaves.
4807475688.jpg,A young Asian man in buff-colored skinny jeans poses in a plaza.
4807475688.jpg,A man with a backpack stands along a tree lined street.
4807475688.jpg,A man with a yellow backpack is standing on a pathway.
4807475688.jpg,A bot looks at the snow covered ground.
4808471657.jpg,A woman in a white shirt and blue shorts follows a two people in red shirts up a staircase.
4808471657.jpg,A group of three people climb a path of wooden stairs up a rocky hill.
4808471657.jpg,Three people are outside walking up a set of wooden stairs.
4808471657.jpg,These people are climbing the steps to go the mountain
4808471657.jpg,People walking up a narrow set of wooden stairs.
4810804391.jpg,"One young lady with black hair in a ponytail wearing a black bracelet and a white shirt, taking pictures with a black camera that has a shoulder strap laying in very green grass."
4810804391.jpg,Asian girl wearing a white t-shirt takes a photo with a quality camera.
4810804391.jpg,A woman lying in a grassy field taking a photo with her camera.
4810804391.jpg,An Asian woman lays on the grass to take a photograph.
4810804391.jpg,An asian woman taking a picture on ground level.
4811949932.jpg,"A family consisting of a man, woman and two boys who are wearing baseball caps and red shorts are toting luggage and getting ready to cross a street that has a hand made globe of the world on the corner."
4811949932.jpg,Two adults and two children pulling suitcases are passing a statue of a large globe.
4811949932.jpg,A young boy in a green hooded shirt pulling a yellow and black suitcase behind him.
4811949932.jpg,A man and children are pulling bags behind them near a large globe.
4811949932.jpg,Two children and two adults carrying backpacks towards a building.
4820525092.jpg,A young man sitting under a tree while others walk down the street.
4820525092.jpg,A young man is sitting on the ground with his back to a tree.
4820525092.jpg,A man in a gray t-shirt is sitting against a sidewalk tree.
4820525092.jpg,A young man sits on a sidewalk and leans against a tree.
4820525092.jpg,The boy is leaning against a tree.
4821901289.jpg,Two women in short printed dresses and black bags are walking on the sidewalk.
4821901289.jpg,Two women wearing tiger print jumpsuits and sandals stroll down the street.
4821901289.jpg,Two middle-aged women in print dresses and heels walk down a street.
4821901289.jpg,Two women in dresses walking down the sidewalk.
4821901289.jpg,Two women walk down the sidewalk.
482296873.jpg,A group of middle-aged to elderly men are enjoying a friendly game of dominoes in a local park.
482296873.jpg,A group of people gather to watch a game of dominoes in a park.
482296873.jpg,Four older men playing dominoes while six other men watch.
482296873.jpg,Older men concentrate while playing a game of Dominoes.
482296873.jpg,Older men play dominoes in a park.
4823839290.jpg,A man wearing a jacket and blue jeans sits on a railing as he looks out into a body of water alone.
4823839290.jpg,A man in a black leather jacket sitting looking at the city beyond.
4823839290.jpg,A man sitting on a metal fence overlooking the water and skyline.
4823839290.jpg,A man in a leather jacket is sitting on a fence by the beach.
4823839290.jpg,Man look at water sitting on a bar.
4823948097.jpg,A group of Asian men are sitting or standing around a small square table.
4823948097.jpg,Some Asian men are sitting while others are standing around.
4823948097.jpg,Eight men gathered around a table at night.
4823948097.jpg,A group of men are sitting around a table.
4823948097.jpg,A group of Asian men are playing a game.
4824836686.jpg,Man wearing white shirt is walking on sidewalk along side other pedestrians.
4824836686.jpg,A man in a suit is walking towards a redheaded woman with her hair tied up.
4824836686.jpg,A man with a tan jacket is walking past a woman in a ponytail.
4824836686.jpg,A man in New York City walking down the sidewalk.
4824836686.jpg,A man walking down a busy city street.
4826652151.jpg,A barefooted woman in a white tank and blue shorts puts her feet in the water spray.
4826652151.jpg,A barefooted woman is walking through a water fountain on a sunny day.
4826652151.jpg,A blond woman in a tank top and shorts puts her foot in a fountain.
4826652151.jpg,A woman having a nice time; cooling off from the heat.
4826652151.jpg,A lady in a tank top cooling off in a fountain.
4826833243.jpg,"A large amount of pigeons swarm a grassy area with a tree, a woman in the background smiles at them."
4826833243.jpg,A picture of pigeons taking off with a young girl in the distant background.
4826833243.jpg,A group of birds are flying chaotically in a yard in the city.
4826833243.jpg,Group of pigeons flying in the air.
4826833243.jpg,Pigeons festival on the roof.
4827531103.jpg,"A man is stooped down reading some type of paper, while holding an I Love NY bag, and in the background a person is standing, wearing a red striped shirt and dark pants."
4827531103.jpg,An old man in a gray tee is crouched sitting in a New York City subway station.
4827531103.jpg,A man is squatting down as he reads a paper while waiting for the subway train.
4827531103.jpg,"A man waiting in the subway area next to the bus, reading the paper."
4827531103.jpg,A man reading a newspaper waiting for the subway.
4827541516.jpg,A child is running in the spray of water in a park.
4827541516.jpg,A child running through water outside at a park.
4827541516.jpg,A child is running through a sprinkler.
4827541516.jpg,A silhouette of a child and sprinkler
4827541516.jpg,Running child plays in fountain.
482882307.jpg,A man has fallen out of a white water raft while other rafters look at him.
482882307.jpg,A man flying out of a river raft filled with 6 other people.
482882307.jpg,A guy in midair is behind the raft full of people.
482882307.jpg,A man is launched into the air from a raft.
482882307.jpg,A man flipped off of a white water raft.
4830620136.jpg,Three people walking in front of an old colonial looking building with a bright green streetlight above them.
4830620136.jpg,A green object with a light is suspended over a sidewalk where three people are walking.
4830620136.jpg,People in coats walk underneath a lighted art piece that is attached to a building.
4830620136.jpg,People walk outside beside a building with a large light overhead.
4830620136.jpg,Three people are walking down a street.
4843623952.jpg,"A man walking down the street with his hands in his pocket, and an elderly woman stands near a staircase with her hand on her purse."
4843623952.jpg,A woman with a crossbody black purse is walking near a stairway with silver railing.
4843623952.jpg,A woman standing by a rail and a man's reflection.
4843623952.jpg,A woman standing wearing gray holding a black bag.
4843623952.jpg,A woman standing with a gray jacket.
4847684090.jpg,A man in white clothing holds a yellow and white flag behind him as it floats in the air amidst a crowd of other people in front of a large tan-bricked building.
4847684090.jpg,A man in a light pink polo shirt holds a flag splayed out in the air behind him.
4847684090.jpg,"Young citizens, including one waving a sheet, hanging out."
4847684090.jpg,Boy looking at camera holding a flag above his head.
4847684090.jpg,A boy hold a flag among a group of people.
4847707642.jpg,The man in the striped long-sleeved shirt is watching his girlfriend shoot the gun at a carnival type game while the carnival game attendant looks straight ahead.
4847707642.jpg,Old woman in blue striped shirt watches a man and his son target shooting for prizes.
4847707642.jpg,People at a carnival taking part in a shooting contest.
4847707642.jpg,A person shooting a toy gun while another looks on.
4847707642.jpg,A woman works the counter of a carnival game.
4849562356.jpg,Two young boys are playing some instruments by the water.
4849562356.jpg,Two boys are playing accordion on the boardwalk.
4849562356.jpg,Two boys are playing music by a body of water.
4849562356.jpg,Kids playing accordions by a railing.
4849562356.jpg,Two kids playing the accordion.
4850823449.jpg,A middle-aged businessman with briefcase and jacket in hand looking up at a local establishments sign.
4850823449.jpg,A man holds a briefcase and suit jacket while he looks up at a building from the street.
4850823449.jpg,A man in a suit with a briefcase stands on the curb in front of a bicycle.
4850823449.jpg,Gentleman standing on a sidewalk looking at a building.
4850823449.jpg,A man in dress clothes looking up.
485184060.jpg,A woman in blue jeans and a bright orange shirt walks through a puddle of water on the sidewalk of an urban neighborhood.
485184060.jpg,A person wearing sunglasses and a bright orange shirt walks down a wet sidewalk.
485184060.jpg,Man waters plants as woman in orange shirt walks by.
485184060.jpg,Woman walking on sidewalk as man is hosing it down.
485184060.jpg,Woman walking on a puddle of water.
485566887.jpg,Two dogs are fighting and playing with each other while running through some grass.
485566887.jpg,Two brown dogs with blue collars are running in the grass.
485566887.jpg,One dog biting at another dog's face in a grassy field.
485566887.jpg,There are two brown dogs playing in field.
485566887.jpg,Two dogs are playing in the grass.
485738889.jpg,"A baby being held by a small girl, swimming underwater in a blue pool."
485738889.jpg,A young girl and baby boy are swimming underwater in a pool.
485738889.jpg,A small girl and a toddler swimming underwater in a pool.
485738889.jpg,A child supports a toddler underwater in a pool.
485738889.jpg,Two children smile underwater
4857542541.jpg,A man (with a name tag on his shirt) is sitting in a printed cloth chair in what appears to be a hospital room.
4857542541.jpg,A man in a gray shirt and black shorts sitting in a chair smiling in a hospital room.
4857542541.jpg,A man lounges in a hotel room in front of a window with open curtains.
4857542541.jpg,A man with a name tag on is sitting in a chair.
4857542541.jpg,A man in a gray shirt sits back in a chair.
4858169472.jpg,It's ten after twelve according to the clock as a young woman smiles from her hospital bed.
4858169472.jpg,A person is lying in a hospital bed with the upper portion slightly elevated and smiling.
4858169472.jpg,A smiling woman is lying in a hospital bed.
4858169472.jpg,A woman wearing glasses in a hospital bed.
4858169472.jpg,A person is laying in a hospital bed.
4858202572.jpg,A doctor and her patient smile brightly as an infant nurses at the patient's breast.
4858202572.jpg,A mother holds her newborn as she sits with a smiling nurse in the hospital bed.
4858202572.jpg,A woman in blue breastfeeding an infant as a nurse watches.
4858202572.jpg,A nurse poses for a picture with a mother and her newborn.
4858202572.jpg,A mother and nurse pose with a newly-born infant.
4860165875.jpg,"A blond man in a striped shirt, cutoff jean shorts and glasses walks down the street wearing a backpack and carrying a cellphone."
4860165875.jpg,"A young man wearing a white and black striped shirt, shorts and a black backpack walking down a street."
4860165875.jpg,A young man with a red handkerchief around his neck walks past some trees.
4860165875.jpg,A young man walks casually down the street in front of some trees.
4860165875.jpg,A blond Asian walking in a striped black and white shirt.
4861232893.jpg,"Two young boys wearing shorts, no shirt, and blue crocs, standing on a rock posing for a photo with an open field and trees in the background."
4861232893.jpg,"Two shirtless little boys, one leaning on the other, standing on a large rock in front of some trees."
4861232893.jpg,"Two young boys with no shirt on, wearing shorts, and blue Crocs on a rock."
4861232893.jpg,Two shirtless young boys are posing for a photo on top of a rock.
4861232893.jpg,Two boys with no shirts on wearing blue crocks stand on a rock.
4862282021.jpg,The man in the red coat holds a Subway wrapper close to his face.
4862282021.jpg,A man in a red jacket eating something in a Subway wrapper.
4862282021.jpg,A man in a red jacket eats from a Subway wrapper.
4862282021.jpg,An older man eating a subway sandwich.
4862282021.jpg,A man enjoys a sandwich from Subway.
4864177176.jpg,A little boy in a black shirt is carrying a blue bag in back of him and a teal bucket in front of him.
4864177176.jpg,A middle eastern boy is wearing a black shirt and carrying a blue bag and a blue bucket.
4864177176.jpg,A boy in a black shirt carries a blue bucket while walking with men dressed in white.
4864177176.jpg,A boy dressed in a dark shirt carries a blue bag over his shoulder and a green pail.
4864177176.jpg,A child carries a bag and a bucket through the street.
4866182412.jpg,Two belly dancing women in black frilly outfits strike a pose next to a brick wall.
4866182412.jpg,Two belly dancers dancing next to a brick wall.
4866182412.jpg,Two belly dancers dancing behind a building.
4866182412.jpg,Two women dancing on a concrete surface.
4866182412.jpg,Two women dancing next to a brick wall.
4868582683.jpg,A man in an orange shirt and bathing suit rolls in a plastic ball through water.
4868582683.jpg,A man in an orange shirt is in a giant plastic ball that is in water.
4868582683.jpg,A man is inside a bubble floating over a body of water.
4868582683.jpg,A boy traverses a pool in a human-sized hamster ball.
4868582683.jpg,A young boy playing in a bubble playing in water.
4869914617.jpg,"Asian school children are on a field trip listening to a speech, except for one girl who is posing for the camera."
4869914617.jpg,A youth wearing a shirt and tie crouching down and giving the peace sign.
4869914617.jpg,A group of Asian students in their uniforms.
4869914617.jpg,An asian girl is flashing the peace-sign.
4869914617.jpg,A girl is holding up the peace sign.
4870291081.jpg,A woman in a hat carrying several baskets and a child wearing a blue hat by her back.
4870291081.jpg,A South American looking Indian woman loaded down with baskets and a young child.
4870291081.jpg,A woman passes by with her child and her belongings in baskets on her back.
4870291081.jpg,A woman carries her child on her back as well as several baskets.
4870291081.jpg,The lady in the green hat is carrying her child and groceries.
4872766179.jpg,"Two young man are getting ready for a game of pool on a purple pool table, with another young man in the background, holding a drink."
4872766179.jpg,This man is racking the billiard balls on the purple pool table.
4872766179.jpg,"A young man sets up pool balls, on a purple felt billiard."
4872766179.jpg,A young man racks pool balls on a purple pool table.
4872766179.jpg,Some guys playing pool together.
4873103624.jpg,Two adults stand with five young children directly outside of a building.
4873103624.jpg,Some children are coming out to play in a courtyard.
4873103624.jpg,Young children stand outside on a dirt surface.
4873103624.jpg,Several children are gathered around a door.
4873103624.jpg,A poor village in mexico.
4873901110.jpg,"A man walking along a road in the foreground of a mountain range, partially obstructed by sheep."
4873901110.jpg,A man walking up the road with a heard of sheep walking with a beautiful mountain view.
4873901110.jpg,A man in a blue shirt Is walking down a road with hundreds of sheep around him.
4873901110.jpg,A man in a blue shirt walking down a mountain road with goats in his way.
4873901110.jpg,A man in a blue shirt walks along a valley road amongst dozens of sheep.
4876504906.jpg,A man in a nun costume has a cigarette in his mouth.
4876504906.jpg,A man dressed as a nun has a cigarette in his mouth.
4876504906.jpg,A man dressed as a nun smoking a cigarette.
4876504906.jpg,Man with cigarette in nun outfit.
4876504906.jpg,Male nun smoking a cigarette.
4882033971.jpg,A man in suit and tie is sitting in an otherwise empty outdoor dining area.
4882033971.jpg,A man in a suit is sitting outdoors and is using his laptop computer.
4882033971.jpg,Man using a laptop at a table in an empty outdoor dining area.
4882033971.jpg,A man is working on a laptop computer in an open air cafe.
4882033971.jpg,A man in a blue suit sits at a table with a laptop.
4885270143.jpg,Three red telephone booths are lined up along a street where two people have stopped with their backs to the camera.
4885270143.jpg,A person putting their hair up in a busy area of a city with several telephone booths in the background.
4885270143.jpg,A man sitting and a woman standing next to him in front of three red phone booths
4885270143.jpg,Three old fashioned telephone booths on a street filled with people.
4885270143.jpg,Crowd moving around and couple of telephone booths around.
4885564387.jpg,A woman with sunglasses is working a control board.
4885564387.jpg,A woman in a blue shirt is also wearing sunglasses.
4885564387.jpg,The tech people are dressed up in costumes.
4885564387.jpg,Two people are DJing at a concert.
4885564387.jpg,Two people stand under a tarp.
4886595075.jpg,A group of women in red and white costumes are performing a dance number outside.
4886595075.jpg,Girls performing dance routine in candy-cane themed costumes.
4886595075.jpg,A group of dancers are performing with matching outfits.
4886595075.jpg,Several dancers in candy cane dresses dancing.
4886595075.jpg,A group of women wearing costumes are dancing.
4890592090.jpg,Three boys are looking through a fence lined with rocks on the opposite side.
4890592090.jpg,Three males peering through a fence that is covered in rocks.
4890592090.jpg,Three boys peering through a fence with rocks behind it.
4890592090.jpg,Three people are looking at a large pile of stones.
4890592090.jpg,Three boys are looking through a rock fence.
4891383938.jpg,Two women are sitting next to each other while eating.
4891383938.jpg,Two women are wearing sunglasses and eating food.
4891383938.jpg,Two women eating food with sunglasses on.
4891383938.jpg,Two ladies are eating lunch outside.
4891383938.jpg,Two women in sunglasses enjoy food.
4893545292.jpg,A woman standing outside on a sunny day looking at something wearing blue jeans and sandals and a tank top.
4893545292.jpg,"A woman with short brown hair, in jeans and a leopard top is taking a picture."
4893545292.jpg,The fashionably dressed young woman peers at an object in her hand.
4893545292.jpg,Girl in sandals & blue jeans is taking a picture.
4893545292.jpg,A skinny woman is taking a picture.
4895768110.jpg,"Kids walking on the street, one blond girl wearing a white outfit drinking from a straw, one brown-haired girl in white shorts and dark top, turned around, holding her cellphone."
4895768110.jpg,A young girl wearing a white jumper drinks from a straw while other girls congregate behind her.
4895768110.jpg,Kids hanging out with drinks in their hands.
4895768110.jpg,Four girls are walking down the sidewalk.
4895768110.jpg,Three young girls walk down a sidewalk.
4895924026.jpg,A stylish looking woman leans against a cafe wall smoking a cigarette and looking at her phone while a pregnant woman walks through the background.
4895924026.jpg,"A woman standing against a building looking at her phone, with her leg propped up."
4895924026.jpg,"A young, dark woman is smoking while checking her cellphone."
4895924026.jpg,A woman in a white shirt is leaning against a building.
4895924026.jpg,Two people outside in the downtown area.
4895977486.jpg,"Male in brown leather jacket and black slacks, looking down at his phone, leaning against a brown painted box."
4895977486.jpg,A man leans against something to text while people pass by on the sidewalk.
4895977486.jpg,A man in a burgundy shirt is checking his cellphone on the sidewalk.
4895977486.jpg,A young man checks his phone while leaning on a newspaper bin.
4895977486.jpg,A man in a brown shirt looking down at his hand.
4898694629.jpg,A huge inflatable santa slide with two people selling something on the side of the road
4898694629.jpg,Two people are sitting on a road near an inflatable slide that has Santa Claus on it.
4898694629.jpg,Two people sitting along side a road with a large Santa bouncy house in the distance.
4898694629.jpg,Two people are sitting beside the street in front of a giant Christmas inflatable.
4898694629.jpg,Two people are sitting on the side of the road in front of a carnival.
4901112400.jpg,A teacher stands in front of a projector and a student at the front of the class has her hand raised.
4901112400.jpg,A man dressed in a military uniform giving a presentation.
4901112400.jpg,A soldier is talking in front of several people.
4901112400.jpg,A military person speaking to a group of women.
4901112400.jpg,A man in camouflage is teaching a class.
4910374312.jpg,"A toddler, whilst sitting in a stroller, is perplexed by a Korean child's book."
4910374312.jpg,A blond little boy is wearing a green shirt and holding a book upside down.
4910374312.jpg,A blond boy is sitting in a stroller holding a Korean language book.
4910374312.jpg,A boy in a stroller is wearing a green shirt and holding a book.
4910374312.jpg,A picture of two little boys holding books.
4912320463.jpg,An artist sits with several paintings on a sidewalk in front of an abandoned store.
4912320463.jpg,A street artist is surrounded by his artwork while sitting and painting.
4912320463.jpg,"A man painting in front of a storefront, his paintings are displayed."
4912320463.jpg,Street vendor painting pictures.
4912320463.jpg,A man is painting on a sidewalk.
4913055468.jpg,An man in a blue shirt and a boy in a white shirt are riding bikes down the sidewalk of a tree-line street on a sunny day.
4913055468.jpg,A dad and a son enjoying a bike ride in a nice sunny day.
4913055468.jpg,A man and his son riding bikes down the sidewalk.
4913055468.jpg,A man and a boy riding bikes down a sidewalk.
4913055468.jpg,Man and boy riding bicycles on the sidewalk.
4914411263.jpg,A man is selling italian sausages and bratwurst at a vendor stand on the street.
4914411263.jpg,A man with brown pants is selling food from a mobile vending grill.
4914411263.jpg,A vendor making hotdogs on the sidewalk.
4914411263.jpg,A man standing next to a hotdog stand.
4914411263.jpg,Man working behind a hotdog stand.
4916125179.jpg,A young man seated on a metal framed structure smiles as he tugs slightly on a nylon tarp.
4916125179.jpg,A teenage boy putting up a shear tent in the hot sun.
4916125179.jpg,A man is high up off the ground on a metal support.
4916125179.jpg,A guy in a blue shirt is pulling something.
4916125179.jpg,"Young, Asian, putting up a tarp."
4926115712.jpg,A man in a white jacket standing in front of an older woman in a white jacket playing crochet.
4926115712.jpg,An old woman watches a man look down at some balls on the ground.
4926115712.jpg,A woman in a coat watching a man in a jacket kick balls.
4926115712.jpg,A man and woman are looking at many balls on the ground.
4926115712.jpg,A man and old woman is playing a game
4928359809.jpg,The people passing by in the parade are wearing yellow jackets.
4928359809.jpg,The parade of nations at the opening games of the Olympics.
4928359809.jpg,Various groups are pictured in uniforms at a major event.
4928359809.jpg,A parade with several groups marching.
4928359809.jpg,A parade of some sort is taking place.
4929428870.jpg,A group of people works hard to paddle their boat.
4929428870.jpg,A group of people on a boat paddle with oars.
4929428870.jpg,Black men in white tops riding a boat.
4929428870.jpg,Paddlers are getting in a water fight.
4929428870.jpg,Guys in a canoe competition race.
4930785573.jpg,"A man on horseback pulls back sharply on the reins while holding a coil of rope, as he waits to come out of a chute in a rodeo competition."
4930785573.jpg,A man in cowboy hat holds a rope while riding a horse.
4930785573.jpg,A man in a cowboy hat rides a brown horse.
4930785573.jpg,The horse rider is watching the people.
4930785573.jpg,A man in a cowboy hat rides a brown horse.
4932067004.jpg,A brown chihuahua wearing a blue denim skirt and a purple harness.
4932067004.jpg,A small brown dog on a leash wearing a denim skirt.
4932067004.jpg,A small brown dog is wearing a denim skirt.
4932067004.jpg,A small dog wearing a denim miniskirt.
4932067004.jpg,A chihuahua wearing clothes.
